bytes	mime	path	public_github_assessment	chrome_publish_assessment
17321	text/x-shellscript	scripts/bin/symphony-agent.sh	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
3573	text/x-shellscript	scripts/bin/symphony-bgagents-prime.sh	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
4025	text/x-shellscript	scripts/bin/symphony-browser.sh	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
12366	text/x-shellscript	scripts/bin/symphony-daemon.sh	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
311	application/x-wine-extension-ini	scripts/bin/symphony-daemon.systemd.template	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
6023	text/x-shellscript	scripts/bin/symphony-doc-gardener.sh	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
282	application/x-wine-extension-ini	scripts/bin/symphony-doc-gardener.systemd.template	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
516	application/x-wine-extension-ini	scripts/bin/symphony-doc-gardener.timer.template	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
3703	text/x-shellscript	scripts/bin/symphony-observability-down.sh	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
12239	text/x-shellscript	scripts/bin/symphony-observability-up.sh	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
17069	text/x-shellscript	scripts/bin/symphony-orch	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
2658	text/x-shellscript	scripts/bin/symphony-pending-hook.sh	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
12870	text/x-shellscript	scripts/bin/transcript-search	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
810	application/javascript	scripts/build-bookmarklet.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
7680	application/javascript	scripts/build-extension.ts	OK:publishable project file	SOURCE_OR_LISTING:feeds Chrome build/listing but not directly uploaded unless under extension/
11222	application/javascript	scripts/capture-store-shots.ts	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
2445	application/javascript	scripts/extract-export.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
2481	text/x-shellscript	scripts/hero.sh	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
5388	text/html	scripts/install-selector-capture-bookmarklet.ps1	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
2171	text/plain	scripts/install-selector-capture-extension.ps1	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
6261	application/javascript	scripts/package-extension.ts	OK:publishable project file	SOURCE_OR_LISTING:feeds Chrome build/listing but not directly uploaded unless under extension/
2490	application/javascript	scripts/run-parallel.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
1982	application/javascript	scripts/static-server.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
5755	application/javascript	src/annotator.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
37951	application/javascript	src/background.ts	OK:publishable project file	SOURCE_OR_LISTING:feeds Chrome build/listing but not directly uploaded unless under extension/
70790	application/javascript	src/content-script.ts	OK:publishable project file	SOURCE_OR_LISTING:feeds Chrome build/listing but not directly uploaded unless under extension/
98716	application/javascript	src/dom.ts	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
6498	application/javascript	src/export-bundle-docs.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
558	application/javascript	src/export-capture.d.mts	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
9894	application/javascript	src/export-capture.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
7784	application/javascript	src/export-english.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
4486	application/javascript	src/export-pages.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
7045	application/javascript	src/export-playwright.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
7344	application/javascript	src/export-puppeteer.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
3182	application/javascript	src/export-save.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
4411	application/javascript	src/healing.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
11643	image/png	src/icons/icon128.png	OK:binary visual asset	SOURCE_OR_LISTING:feeds Chrome build/listing but not directly uploaded unless under extension/
833	image/png	src/icons/icon16.png	OK:binary visual asset	SOURCE_OR_LISTING:feeds Chrome build/listing but not directly uploaded unless under extension/
2143	image/png	src/icons/icon32.png	OK:binary visual asset	SOURCE_OR_LISTING:feeds Chrome build/listing but not directly uploaded unless under extension/
3728	image/png	src/icons/icon48.png	OK:binary visual asset	SOURCE_OR_LISTING:feeds Chrome build/listing but not directly uploaded unless under extension/
7529	application/javascript	src/lucide.ts	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
846	application/json	src/manifest.json	OK:publishable project file	SOURCE_OR_LISTING:feeds Chrome build/listing but not directly uploaded unless under extension/
4586	application/javascript	src/network-capture.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
4490	application/javascript	src/replay-multi.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
5712	application/javascript	src/replay.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
60741	text/plain	src/sidepanel.css	OK:publishable project file	SOURCE_OR_LISTING:feeds Chrome build/listing but not directly uploaded unless under extension/
21943	text/html	src/sidepanel.html	OK:publishable project file	SOURCE_OR_LISTING:feeds Chrome build/listing but not directly uploaded unless under extension/
231853	application/javascript	src/sidepanel.ts	OK:publishable project file	SOURCE_OR_LISTING:feeds Chrome build/listing but not directly uploaded unless under extension/
9703	application/javascript	src/tar.ts	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
1597	text/plain	src/templates/DESIGN.template.md	OK:publishable project file	SOURCE_OR_LISTING:feeds Chrome build/listing but not directly uploaded unless under extension/
176643	text/plain	src/templates/PinchGrab.SKILL.template.md	OK:publishable project file	SOURCE_OR_LISTING:feeds Chrome build/listing but not directly uploaded unless under extension/
27875	text/plain	src/types.ts	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
6554	application/javascript	src/visual-diff.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
34485	image/png	store-assets/promo-440x280.png	OK:store listing image asset	SOURCE_OR_LISTING:feeds Chrome build/listing but not directly uploaded unless under extension/
249379	image/png	store-assets/screenshot-1280x800.png	OK:store listing image asset	SOURCE_OR_LISTING:feeds Chrome build/listing but not directly uploaded unless under extension/
1137	application/javascript	tests/advanced.spec.ts	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
7656	application/javascript	tests/annotator.test.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
42857	application/javascript	tests/chat.spec.ts	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
4630	application/javascript	tests/cross-browser.test.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
2015	application/javascript	tests/export-bundle-docs.test.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
5305	application/javascript	tests/export-capture.test.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
5379	application/javascript	tests/export-english.test.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
4034	application/javascript	tests/export-pages.test.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
5908	application/javascript	tests/export-puppeteer.test.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
2953	application/javascript	tests/export-save.test.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
5691	application/javascript	tests/export.test.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
31062	application/javascript	tests/exports.spec.ts	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
14718	application/javascript	tests/extension.spec.ts	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
860	application/x-ndjson	tests/fixtures/capture.jsonl	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
529	application/x-ndjson	tests/fixtures/cross-browser-capture.jsonl	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
689	application/x-ndjson	tests/fixtures/dom-baseline.jsonl	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
696	application/x-ndjson	tests/fixtures/dom-current.jsonl	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
2272	application/x-ndjson	tests/fixtures/export-capture.jsonl	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
1300	application/json	tests/fixtures/framework-apps.json	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
8345	application/javascript	tests/framework-tour.spec.ts	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
19477	text/plain	tests/git-awesome.bats	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
4759	application/javascript	tests/harness/page-tour.js	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
18984	application/javascript	tests/harness/pinchgrab-driver.ts	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
7278	application/javascript	tests/healing.test.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
7151	application/javascript	tests/network-replay.test.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
1352	application/javascript	tests/react.spec.ts	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
125157	application/javascript	tests/regression.spec.ts	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
8339	application/javascript	tests/replay-auth.test.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
4294	application/javascript	tests/replay.test.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
2499	application/javascript	tests/schema.test.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
3100	application/javascript	tests/smoke.spec.ts	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
11328	application/javascript	tests/snr-audit.spec.ts	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
6126	application/javascript	tests/visual-diff.test.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
777	application/json	tsconfig.json	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
